OperationalIncidentId,CapacityId,DatacentreId,Region,FabricSku,SKUClass,OpenedDate,Severity,IncidentType,DowntimeMinutes,ImpactedCustomers,IsSynthetic,Provenance
OPS00314,westeurope-dc10-cap04,westeurope-dc10,westeurope,F4,GPU-class,2026-01-13,Sev4,Network partition,14,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00873,westus2-dc02-cap01,westus2-dc02,westus2,F32,AMD-standard,2026-01-14,Sev3,Network partition,44,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00465,canadacentral-dc02-cap01,canadacentral-dc02,canadacentral,F128,AMD-standard,2026-01-14,Sev2,Network partition,30,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00209,centralindia-dc09-cap02,centralindia-dc09,centralindia,F2,Intel-highmem,2026-01-14,Sev3,Storage latency,22,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00386,northcentralus-dc07-cap01,northcentralus-dc07,northcentralus,F32,GPU-class,2026-01-15,Sev4,Capacity throttling,12,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00364,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2026-01-15,Sev2,Capacity throttling,70,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00081,southcentralus-dc07-cap01,southcentralus-dc07,southcentralus,F16,Intel-highmem,2026-01-15,Sev3,Storage latency,57,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00260,westeurope-dc03-cap03,westeurope-dc03,westeurope,F2,GPU-class,2026-01-15,Sev4,Capacity throttling,8,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00810,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2026-01-15,Sev2,Node unresponsive,108,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00655,eastus2-dc01-cap01,eastus2-dc01,eastus2,F256,AMD-highmem,2026-01-16,Sev2,Network partition,176,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00919,eastus-dc06-cap01,eastus-dc06,eastus,F32,AMD-standard,2026-01-16,Sev2,Unplanned reboot,55,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00177,centralindia-dc06-cap01,centralindia-dc06,centralindia,F32,Intel-highmem,2026-01-16,Sev1,Unplanned reboot,383,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00627,canadaeast-dc09-cap01,canadaeast-dc09,canadaeast,F128,AMD-highmem,2026-01-16,Sev4,Capacity throttling,12,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00210,centralindia-dc09-cap02,centralindia-dc09,centralindia,F2,Intel-highmem,2026-01-16,Sev1,Node unresponsive,312,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00447,northcentralus-dc10-cap02,northcentralus-dc10,northcentralus,F8,GPU-class,2026-01-16,Sev2,Capacity throttling,140,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00365,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2026-01-16,Sev3,Memory pressure,43,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00476,canadacentral-dc03-cap01,canadacentral-dc03,canadacentral,F128,AMD-highmem,2026-01-16,Sev1,Network partition,59,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00409,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2026-01-16,Sev2,Network partition,29,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00864,uksouth-dc10-cap03,uksouth-dc10,uksouth,F8,AMD-highmem,2026-01-16,Sev3,Memory pressure,19,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00469,canadacentral-dc02-cap02,canadacentral-dc02,canadacentral,F64,AMD-standard,2026-01-16,Sev4,Storage latency,10,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00105,southcentralus-dc10-cap01,southcentralus-dc10,southcentralus,F16,Intel-highmem,2026-01-17,Sev3,Node unresponsive,27,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00044,southcentralus-dc03-cap03,southcentralus-dc03,southcentralus,F2,Intel-standard,2026-01-17,Sev3,Memory pressure,12,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00341,northcentralus-dc03-cap01,northcentralus-dc03,northcentralus,F64,AMD-highmem,2026-01-17,Sev3,Memory pressure,21,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00099,southcentralus-dc09-cap01,southcentralus-dc09,southcentralus,F16,Intel-standard,2026-01-17,Sev1,Capacity throttling,173,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00663,eastus2-dc01-cap01,eastus2-dc01,eastus2,F256,AMD-highmem,2026-01-17,Sev3,Storage latency,51,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00013,southcentralus-dc01-cap02,southcentralus-dc01,southcentralus,F16,Intel-highmem,2026-01-17,Sev3,Capacity throttling,33,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00197,centralindia-dc07-cap03,centralindia-dc07,centralindia,F2,Intel-standard,2026-01-18,Sev4,Network partition,11,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00719,eastus2-dc08-cap04,eastus2-dc08,eastus2,F4,AMD-highmem,2026-01-18,Sev2,Unplanned reboot,163,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00176,centralindia-dc05-cap03,centralindia-dc05,centralindia,F4,Intel-highmem,2026-01-18,Sev2,Unplanned reboot,37,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00393,northcentralus-dc08-cap01,northcentralus-dc08,northcentralus,F128,AMD-highmem,2026-01-18,Sev3,Storage latency,9,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00960,northeurope-dc07-cap02,northeurope-dc07,northeurope,F16,AMD-standard,2026-01-18,Sev3,Unplanned reboot,17,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00422,northcentralus-dc09-cap01,northcentralus-dc09,northcentralus,F256,GPU-class,2026-01-18,Sev2,Capacity throttling,22,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00136,centralindia-dc04-cap01,centralindia-dc04,centralindia,F32,Intel-highmem,2026-01-18,Sev3,Network partition,35,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00975,northeurope-dc10-cap02,northeurope-dc10,northeurope,F8,AMD-standard,2026-01-18,Sev2,Node unresponsive,34,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00831,uksouth-dc07-cap04,uksouth-dc07,uksouth,F4,AMD-standard,2026-01-19,Sev4,Node unresponsive,5,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00561,canadacentral-dc10-cap01,canadacentral-dc10,canadacentral,F128,AMD-highmem,2026-01-19,Sev3,Memory pressure,38,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00391,northcentralus-dc08-cap01,northcentralus-dc08,northcentralus,F128,AMD-highmem,2026-01-19,Sev4,Node unresponsive,2,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00913,eastus-dc05-cap01,eastus-dc05,eastus,F64,AMD-standard,2026-01-19,Sev2,Unplanned reboot,159,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00384,northcentralus-dc07-cap01,northcentralus-dc07,northcentralus,F32,GPU-class,2026-01-19,Sev1,Capacity throttling,265,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00863,uksouth-dc10-cap02,uksouth-dc10,uksouth,F32,AMD-highmem,2026-01-19,Sev3,Memory pressure,17,5,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00951,northeurope-dc04-cap01,northeurope-dc04,northeurope,F16,AMD-standard,2026-01-19,Sev3,Node unresponsive,29,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00940,eastus-dc10-cap03,eastus-dc10,eastus,F8,AMD-highmem,2026-01-20,Sev1,Node unresponsive,52,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00762,uksouth-dc03-cap04,uksouth-dc03,uksouth,F8,AMD-highmem,2026-01-20,Sev4,Network partition,8,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00625,canadaeast-dc08-cap04,canadaeast-dc08,canadaeast,F2,AMD-highmem,2026-01-20,Sev2,Network partition,101,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00813,uksouth-dc07-cap01,uksouth-dc07,uksouth,F256,AMD-standard,2026-01-20,Sev4,Network partition,1,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00366,northcentralus-dc05-cap01,northcentralus-dc05,northcentralus,F128,GPU-class,2026-01-21,Sev4,Node unresponsive,5,6,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00276,westeurope-dc07-cap02,westeurope-dc07,westeurope,F2,GPU-class,2026-01-21,Sev3,Network partition,34,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00257,westeurope-dc03-cap03,westeurope-dc03,westeurope,F2,GPU-class,2026-01-21,Sev4,Network partition,10,1,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00304,westeurope-dc10-cap02,westeurope-dc10,westeurope,F64,GPU-class,2026-01-21,Sev2,Node unresponsive,55,3,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00497,canadacentral-dc05-cap01,canadacentral-dc05,canadacentral,F128,AMD-highmem,2026-01-21,Sev4,Capacity throttling,14,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00842,uksouth-dc08-cap01,uksouth-dc08,uksouth,F128,AMD-highmem,2026-01-22,Sev1,Unplanned reboot,274,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00186,centralindia-dc06-cap03,centralindia-dc06,centralindia,F2,Intel-highmem,2026-01-22,Sev2,Capacity throttling,80,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00258,westeurope-dc03-cap03,westeurope-dc03,westeurope,F2,GPU-class,2026-01-22,Sev3,Capacity throttling,23,2,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00172,centralindia-dc05-cap03,centralindia-dc05,centralindia,F4,Intel-highmem,2026-01-22,Sev3,Node unresponsive,20,4,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00394,northcentralus-dc08-cap02,northcentralus-dc08,northcentralus,F4,AMD-highmem,2026-01-22,Sev3,Capacity throttling,38,7,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
OPS00948,northeurope-dc02-cap01,northeurope-dc02,northeurope,F32,AMD-highmem,2026-01-22,Sev1,Unplanned reboot,61,8,True,"SYNTHETIC - generated, not a business source: incident rate driven by hardware class and capacity size, independent of utilisation"
